Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Latitude1,Longitude1,Elevation1,Placement
Natib,https://volcano.si.edu/gallery/photos/GVP-01911.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Uncertain,"1253 m, 4111 ft",14.72°N,120.4°E,450,4977,1050509,25524080,14.72,120.4,1253,On land
Parker,https://volcano.si.edu/gallery/photos/GVP-11940.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1641 CE,"1824 m, 5984 ft",6.113°N,124.892°E,331,2963,484481,3532683,6.113,124.892,1824,On land
Patoc,https://volcano.si.edu/gallery/photos/GVP-12607.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,"1865 m, 6119 ft",17.147°N,120.98°E,3621,24203,89470,5187827,17.147,120.98,1865,On land
Pinatubo,https://volcano.si.edu/gallery/photos/GVP-01914.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1993 CE,"1486 m, 4875 ft",15.13°N,120.35°E,725,3808,1148684,21875048,15.13,120.35,1486,On land
Pocdol Mountains,https://volcano.si.edu/gallery/photos/GVP-01776.jpg,Compound,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,"1102 m, 3615 ft",13.05°N,123.958°E,2281,116612,808931,3440360,13.05,123.958,1102,On land
Popa,https://volcano.si.edu/gallery/photos/GVP-08726.jpg,Stratovolcano,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,holocene,6050 BCE,"1518 m, 4980 ft",20.92°N,95.25°E,1108,22922,452931,5923206,20.92,95.25,1518,On land
Ragang,https://volcano.si.edu/gallery/photos/GVP-12444.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1916 CE,"2790 m, 9154 ft",7.691°N,124.507°E,447,2646,331796,6423725,7.691,124.507,2790,On land
San Pablo Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-01868.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1350 CE,"1090 m, 3576 ft",14.12°N,121.3°E,1349742,1349742,3039334,24626975,14.12,121.3,1090,On land
Silay,https://volcano.si.edu/gallery/photos/GVP-12296.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,"1510 m, 4954 ft",10.77°N,123.23°E,310,11499,1167963,9522729,10.77,123.23,1510,On land
Taal,https://volcano.si.edu/gallery/photos/GVP-01888.jpg,Caldera,Philippines,Philippines and SE Asia,Luzon,holocene,2021 CE,"311 m, 1020 ft",14.002°N,120.993°E,717090,717090,2380326,24814047,14.002,120.993,311,On land
Tengchong,https://volcano.si.edu/gallery/photos/GVP-06792.jpg,Pyroclastic cone(s),China,Philippines and SE Asia,Southeast Asia,holocene,5750 BCE,"2865 m, 9400 ft",25.23°N,98.5°E,153375,153375,419814,2932117,25.23,98.5,2865,On land
Unnamed,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Philippines,Philippines and SE Asia,North of Luzon,holocene,1854 CE,"-24 m, -79 ft",20.33°N,121.75°E,1,214,8699,13109,20.33,121.75,-24,Underwater
Acamarachi,https://volcano.si.edu/gallery/photos/GVP-06887.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"6023 m, 19760 ft",23.292°S,67.618°W,0,7,294,9092,-23.292,-67.618,6023,On land
Aguilera,https://volcano.si.edu/gallery/photos/GVP-12662.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1250 BCE,"2546 m, 8353 ft",50.33°S,73.75°W,0,0,103,5698,-50.33,-73.75,2546,On land
Alcedo,https://volcano.si.edu/gallery/photos/GVP-04737.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,1993 CE,"1130 m, 3707 ft",0.43°S,91.12°W,290,290,388,10756,-0.43,-91.12,1130,On land
Aliso,https://volcano.si.edu/gallery/photos/GVP-12335.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,2450 BCE,"4267 m, 13999 ft",0.53°S,78°W,,,,,-0.53,-78,4267,On land
Andahua-Orcopampa,https://volcano.si.edu/gallery/photos/GVP-04763.jpg,Pyroclastic cone(s),Peru,South America,Peru,holocene,1490 CE,"4713 m, 15463 ft",15.42°S,72.33°W,10317,10317,16541,171897,-15.42,-72.33,4713,On land
Antillanca Volcanic Complex,https://volcano.si.edu/gallery/photos/GVP-10261.jpg,Stratovolcano(es),Chile,South America,Central Chile and Argentina,holocene,230 BCE,"1979 m, 6493 ft",40.783°S,72.15°W,87,521,5986,530586,-40.783,-72.15,1979,On land
Antisana,https://volcano.si.edu/gallery/photos/GVP-04437.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,1802 CE,"5753 m, 18875 ft",0.481°S,78.141°W,232,2220,56154,3314142,-0.481,-78.141,5753,On land
Antofagasta Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-09614.jpg,Pyroclastic cone(s),Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"3495 m, 11467 ft",26.12°S,67.4°W,188,188,257,4295,-26.12,-67.4,3495,On land
Antuco,https://volcano.si.edu/gallery/photos/GVP-04853.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1869 CE,"2979 m, 9774 ft",37.406°S,71.349°W,117,474,3872,381623,-37.406,-71.349,2979,On land
Apagado,https://volcano.si.edu/gallery/photos/GVP-12165.jpg,Pyroclastic cone,Chile,South America,Southern Chile and Argentina,holocene,590 BCE,"1210 m, 3970 ft",41.88°S,72.58°W,5,44,4474,354002,-41.88,-72.58,1210,On land
Aracar,https://volcano.si.edu/gallery/photos/GVP-12538.jpg,Stratovolcano,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"6095 m, 19997 ft",24.29°S,67.783°W,0,0,94,4803,-24.29,-67.783,6095,On land
Atacazo,https://volcano.si.edu/gallery/photos/GVP-04432.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,320 BCE,"4463 m, 14642 ft",0.353°S,78.617°W,449,212988,1837303,3769593,-0.353,-78.617,4463,On land
"Atuel, Caldera del",https://volcano.si.edu/gallery/photos/GVP-11450.jpg,Caldera,Argentina,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"5189 m, 17024 ft",34.65°S,70.05°W,297,297,1003,676916,-34.65,-70.05,5189,On land
"Auquihuato, Cerro",https://volcano.si.edu/gallery/photos/GVP-12337.jpg,Pyroclastic cone,Peru,South America,Peru,holocene,Unknown - Evidence Uncertain,"4980 m, 16339 ft",15.07°S,73.18°W,213,1324,12228,173927,-15.07,-73.18,4980,On land
Azufral,https://volcano.si.edu/gallery/photos/GVP-04391.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,930 BCE,"4070 m, 13353 ft",1.08°N,77.68°W,4334,40657,387292,1817609,1.08,-77.68,4070,On land
"Azul, Cerro",https://volcano.si.edu/gallery/photos/GVP-09242.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,2008 CE,"1640 m, 5381 ft",0.92°S,91.408°W,220,220,314,1936,-0.92,-91.408,1640,On land
"Azul, Cerro",https://volcano.si.edu/gallery/photos/GVP-06940.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1967 CE,"3788 m, 12428 ft",35.653°S,70.761°W,9,158,3832,720948,-35.653,-70.761,3788,On land
"Bayo Gorbea, Cerro",https://volcano.si.edu/gallery/photos/GVP-12353.jpg,Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5413 m, 17759 ft",25.414°S,68.588°W,0,26,288,7824,-25.414,-68.588,5413,On land
"Blanca, Laguna",https://volcano.si.edu/gallery/photos/GVP-12159.jpg,Volcanic field,Argentina,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"1700 m, 5577 ft",39.02°S,70.37°W,,,,,-39.02,-70.37,1700,On land
"Blancas, Lomas",https://volcano.si.edu/gallery/photos/GVP-11456.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"2268 m, 7441 ft",36.286°S,71.009°W,127,398,1980,355814,-36.286,-71.009,2268,On land
"Blanco, Cerro",https://volcano.si.edu/gallery/photos/GVP-10786.jpg,Caldera,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,2300 BCE,"4670 m, 15322 ft",26.789°S,67.765°W,39,39,65,14279,-26.789,-67.765,4670,On land
"Bravo, Cerro",https://volcano.si.edu/gallery/photos/GVP-10084.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1720 CE,"3985 m, 13074 ft",5.091°N,75.293°W,1679,4916,538690,3929468,5.091,-75.293,3985,On land
"Burney, Monte",https://volcano.si.edu/gallery/photos/GVP-11065.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1910 CE,"1758 m, 5768 ft",52.33°S,73.4°W,0,0,0,3309,-52.33,-73.4,1758,On land
Caburgua-Huelemolle,https://volcano.si.edu/gallery/photos/GVP-11253.jpg,Pyroclastic cone(s),Chile,South America,Central Chile and Argentina,holocene,5050 BCE,"1652 m, 5420 ft",39.25°S,71.75°W,5951,5951,17774,521553,-39.25,-71.75,1652,On land
Caichinque,https://volcano.si.edu/gallery/photos/GVP-11129.jpg,Stratovolcano(es),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"4458 m, 14626 ft",23.949°S,67.74°W,0,8,148,6193,-23.949,-67.74,4458,On land
Calabozos,https://volcano.si.edu/gallery/photos/GVP-04842.jpg,Caldera,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"3508 m, 11509 ft",35.558°S,70.496°W,550,550,1023,305637,-35.558,-70.496,3508,On land
Calbuco,https://volcano.si.edu/gallery/photos/GVP-04923.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,2015 CE,"1974 m, 6476 ft",41.33°S,72.618°W,70,871,32265,575233,-41.33,-72.618,1974,On land
Callaqui,https://volcano.si.edu/gallery/photos/GVP-06946.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1980 CE,"3164 m, 10381 ft",37.92°S,71.45°W,56,294,4354,400426,-37.92,-71.45,3164,On land
Carran-Los Venados,https://volcano.si.edu/gallery/photos/GVP-04916.jpg,Pyroclastic cone(s),Chile,South America,Central Chile and Argentina,holocene,1979 CE,"1114 m, 3655 ft",40.35°S,72.07°W,4840,4840,9001,452820,-40.35,-72.07,1114,On land
"Casiri, Nevados",https://volcano.si.edu/gallery/photos/GVP-12343.jpg,Stratovolcano(es),Peru,South America,Peru,holocene,Unknown - Evidence Credible,"5650 m, 18537 ft",17.47°S,69.813°W,233,922,15247,419038,-17.47,-69.813,5650,On land
Cay,https://volcano.si.edu/gallery/photos/GVP-06992.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,Unknown - Evidence Uncertain,"2090 m, 6857 ft",45.059°S,72.984°W,0,10,104,74787,-45.059,-72.984,2090,On land
Cayambe,https://volcano.si.edu/gallery/photos/GVP-04406.jpg,Compound,Ecuador,South America,Ecuador,holocene,1786 CE,"5790 m, 18996 ft",0.029°N,77.986°W,70,1148,109630,3154986,0.029,-77.986,5790,On land
Cayutue-La Vigueria,https://volcano.si.edu/gallery/photos/GVP-11059.jpg,Pyroclastic cone(s),Chile,South America,Southern Chile and Argentina,holocene,190 BCE,"506 m, 1660 ft",41.3°S,72.27°W,1737,1737,5482,451311,-41.3,-72.27,506,On land
Chacana,https://volcano.si.edu/gallery/photos/GVP-04435.jpg,Caldera,Ecuador,South America,Ecuador,holocene,1773 CE,"4643 m, 15233 ft",0.375°S,78.25°W,81716,81716,348743,3292546,-0.375,-78.25,4643,On land
"Chachani, Nevado",https://volcano.si.edu/gallery/photos/GVP-04785.jpg,Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Uncertain,"6057 m, 19872 ft",16.191°S,71.53°W,97,1182,887176,1032411,-16.191,-71.53,6057,On land
Chachimbiro,https://volcano.si.edu/gallery/photos/GVP-12064.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,3740 BCE,"4106 m, 13471 ft",0.468°N,78.287°W,125,5299,356162,3253458,0.468,-78.287,4106,On land
Chaiten,https://volcano.si.edu/gallery/photos/GVP-12045.jpg,Caldera,Chile,South America,Southern Chile and Argentina,holocene,2011 CE,"1122 m, 3681 ft",42.833°S,72.646°W,8968,8968,9280,75311,-42.833,-72.646,1122,On land
Chiles-Cerro Negro,https://volcano.si.edu/gallery/photos/GVP-04393.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1936 CE,"4698 m, 15413 ft",0.817°N,77.938°W,977,4573,151519,1826460,0.817,-77.938,4698,On land
Chiliques,https://volcano.si.edu/gallery/photos/GVP-10996.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"5778 m, 18957 ft",23.58°S,67.7°W,0,2,368,6797,-23.58,-67.7,5778,On land
"Chillan, Nevados de",https://volcano.si.edu/gallery/photos/GVP-04847.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2022 CE,"3180 m, 10433 ft",36.868°S,71.378°W,68,371,3733,512325,-36.868,-71.378,3180,On land
Chimborazo,https://volcano.si.edu/gallery/photos/GVP-11641.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,550 CE,"6261 m, 20541 ft",1.469°S,78.817°W,442,7561,463426,2325666,-1.469,-78.817,6261,On land
Colachi,https://volcano.si.edu/gallery/photos/GVP-06886.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5631 m, 18474 ft",23.236°S,67.645°W,0,3,238,7964,-23.236,-67.645,5631,On land
"Condor, El",https://volcano.si.edu/gallery/photos/GVP-09613.jpg,Stratovolcano,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"6373 m, 20909 ft",26.632°S,68.361°W,0,0,62,8951,-26.632,-68.361,6373,On land
Copahue,https://volcano.si.edu/gallery/photos/GVP-06952.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2021 CE,"2953 m, 9688 ft",37.856°S,71.183°W,88,555,3042,138414,-37.856,-71.183,2953,On land
Corcovado,https://volcano.si.edu/gallery/photos/GVP-06997.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,4920 BCE,"1826 m, 5991 ft",43.189°S,72.794°W,5,67,5546,62134,-43.189,-72.794,1826,On land
Cordon de Puntas Negras,https://volcano.si.edu/gallery/photos/GVP-06890.jpg,Stratovolcano(es),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5852 m, 19199 ft",23.743°S,67.534°W,0,0,217,5798,-23.743,-67.534,5852,On land
Cordon del Azufre,https://volcano.si.edu/gallery/photos/GVP-12352.jpg,Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5481 m, 17982 ft",25.336°S,68.521°W,0,2,160,7814,-25.336,-68.521,5481,On land
Coropuna,https://volcano.si.edu/gallery/photos/GVP-04760.jpg,Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Credible,"6377 m, 20922 ft",15.52°S,72.65°W,37,502,15589,136689,-15.52,-72.65,6377,On land
Corrida de Cori Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10976.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"5451 m, 17884 ft",25.083°S,68.367°W,1,17,227,7141,-25.083,-68.367,5451,On land
Cotopaxi,https://volcano.si.edu/gallery/photos/GVP-04450.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,2016 CE,"5911 m, 19393 ft",0.677°S,78.436°W,251,7299,152139,3631492,-0.677,-78.436,5911,On land
Crater Basalt Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-12661.jpg,Pyroclastic cone(s),Argentina,South America,Southern Chile and Argentina,holocene,Unknown - Evidence Credible,"1344 m, 4409 ft",42.018°S,70.194°W,448,448,1140,20539,-42.018,-70.194,1344,On land
Cuicocha,https://volcano.si.edu/gallery/photos/GVP-11645.jpg,Caldera,Ecuador,South America,Ecuador,holocene,650 CE,"3246 m, 10650 ft",0.308°N,78.364°W,178815,178815,364146,3193683,0.308,-78.364,3246,On land
Cumbal,https://volcano.si.edu/gallery/photos/GVP-04390.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1926 CE,"4764 m, 15630 ft",0.95°N,77.87°W,1405,10206,244853,1800919,0.95,-77.87,4764,On land
Darwin,https://volcano.si.edu/gallery/photos/GVP-04730.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,1813 CE,"1330 m, 4364 ft",0.18°S,91.28°W,190,190,343,2366,-0.18,-91.28,1330,On land
Descabezado Grande,https://volcano.si.edu/gallery/photos/GVP-04844.jpg,Stratovolcano(es),Chile,South America,Central Chile and Argentina,holocene,1933 CE,"3953 m, 12969 ft",35.58°S,70.75°W,39,142,3454,704116,-35.58,-70.75,3953,On land
Dona Juana,https://volcano.si.edu/gallery/photos/GVP-12653.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1906 CE,"4137 m, 13573 ft",1.5°N,76.936°W,1524,5372,160615,1626081,1.5,-76.936,4137,On land
Ecuador,https://volcano.si.edu/gallery/photos/GVP-11652.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,1150 CE,"790 m, 2592 ft",0.02°S,91.546°W,135,135,193,894,-0.02,-91.546,790,On land
Falso Azufre,https://volcano.si.edu/gallery/photos/GVP-12537.jpg,Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"5906 m, 19377 ft",26.8°S,68.37°W,0,13,215,9979,-26.8,-68.37,5906,On land
Fernandina,https://volcano.si.edu/gallery/photos/GVP-06278.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,2020 CE,"1476 m, 4843 ft",0.37°S,91.55°W,129,129,208,1972,-0.37,-91.55,1476,On land
Fueguino,https://volcano.si.edu/gallery/photos/GVP-11599.jpg,Lava dome(s),Chile,South America,Southern Chile and Argentina,holocene,1820 CE,"157 m, 515 ft",54.97°S,70.262°W,18,78,294,1296,-54.97,-70.262,157,On land
Galeras,https://volcano.si.edu/gallery/photos/GVP-04376.jpg,Complex,Colombia,South America,Colombia,holocene,2014 CE,"4276 m, 14029 ft",1.22°N,77.37°W,705,120817,630777,1700248,1.22,-77.37,4276,On land
Genovesa,https://volcano.si.edu/gallery/photos/GVP-11032.jpg,Shield,Ecuador,South America,Galapagos Islands,holocene,Unknown - Evidence Credible,"64 m, 210 ft",0.32°N,89.958°W,197,197,197,2665,0.32,-89.958,64,On land
Guagua Pichincha,https://volcano.si.edu/gallery/photos/GVP-11665.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,2002 CE,"4784 m, 15696 ft",0.171°S,78.598°W,449,32488,2064475,3581801,-0.171,-78.598,4784,On land
Guallatiri,https://volcano.si.edu/gallery/photos/GVP-11229.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1960 CE,"6071 m, 19918 ft",18.42°S,69.092°W,0,63,2290,45906,-18.42,-69.092,6071,On land
Guayaques,https://volcano.si.edu/gallery/photos/GVP-11124.jpg,Lava dome(s),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5598 m, 18366 ft",22.895°S,67.566°W,2,26,408,9770,-22.895,-67.566,5598,On land
Hornopiren,https://volcano.si.edu/gallery/photos/GVP-12161.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,340 CE,"1572 m, 5157 ft",41.874°S,72.431°W,10,116,5345,332598,-41.874,-72.431,1572,On land
Huambo,https://volcano.si.edu/gallery/photos/GVP-12339.jpg,Volcanic field,Peru,South America,Peru,holocene,700 BCE,"4554 m, 14941 ft",15.78°S,72.08°W,301,1157,7271,1028814,-15.78,-72.08,4554,On land
Huanquihue Group,https://volcano.si.edu/gallery/photos/GVP-11852.jpg,Stratovolcano(es),Argentina,South America,Central Chile and Argentina,holocene,1750 CE,"2189 m, 7182 ft",39.887°S,71.58°W,22,108,3515,190322,-39.887,-71.58,2189,On land
Huaynaputina,https://volcano.si.edu/gallery/photos/GVP-06868.jpg,Stratovolcano,Peru,South America,Peru,holocene,1600 CE,"4850 m, 15912 ft",16.608°S,70.85°W,36,210,9153,1088509,-16.608,-70.85,4850,On land
"Hudson, Cerro",https://volcano.si.edu/gallery/photos/GVP-04933.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,2011 CE,"1905 m, 6250 ft",45.9°S,72.97°W,0,12,28,81642,-45.9,-72.97,1905,On land
Huequi,https://volcano.si.edu/gallery/photos/GVP-11062.jpg,Lava dome(s),Chile,South America,Southern Chile and Argentina,holocene,1920 CE,"1318 m, 4324 ft",42.377°S,72.578°W,0,7,1076,107960,-42.377,-72.578,1318,On land
"Huila, Nevado del",https://volcano.si.edu/gallery/photos/GVP-06802.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,2012 CE,"5364 m, 17598 ft",2.93°N,76.03°W,659,3501,56737,4742651,2.93,-76.03,5364,On land
Illiniza,https://volcano.si.edu/gallery/photos/GVP-04440.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Credible,"5162 m, 16936 ft",0.663°S,78.715°W,535,6034,158371,3941221,-0.663,-78.715,5162,On land
Imbabura,https://volcano.si.edu/gallery/photos/GVP-11699.jpg,Compound,Ecuador,South America,Ecuador,holocene,5550 BCE,"4609 m, 15121 ft",0.258°N,78.183°W,538,96294,477043,3245887,0.258,-78.183,4609,On land
"Incahuasi, Nevado de",https://volcano.si.edu/gallery/photos/GVP-11000.jpg,Stratovolcano(es),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"6638 m, 21778 ft",27.033°S,68.296°W,1,11,534,12195,-27.033,-68.296,6638,On land
Infiernillo,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Argentina,South America,Central Chile and Argentina,holocene,6890 BCE,"3007 m, 9865 ft",35.123°S,69.9°W,270,270,1374,40368,-35.123,-69.9,3007,On land
